new file name, old file name, CWE, CWE present, CWE description, CodeQl result
J1000, CWE111_Unsafe_JNI__console_01_bad, CWE-111, True, Unsafe JNI
J1882, CWE369_Divide_by_Zero__float_PropertiesFile_modulo_01_bad, CWE-369, True, Divide by Zero
J1883, CWE369_Divide_by_Zero__float_PropertiesFile_modulo_01_good, CWE-369, False, Divide by Zero
J1884, CWE369_Divide_by_Zero__float_Property_divide_01_bad, CWE-369, True, Divide by Zero
J1885, CWE369_Divide_by_Zero__float_Property_divide_01_good, CWE-369, False, Divide by Zero
J1886, CWE369_Divide_by_Zero__float_Property_modulo_01_bad, CWE-369, True, Divide by Zero
J1887, CWE369_Divide_by_Zero__float_Property_modulo_01_good, CWE-369, False, Divide by Zero
J1888, CWE369_Divide_by_Zero__float_random_divide_01_bad, CWE-369, True, Divide by Zero
J1889, CWE369_Divide_by_Zero__float_random_divide_01_good, CWE-369, False, Divide by Zero
J1890, CWE369_Divide_by_Zero__float_random_modulo_01_bad, CWE-369, True, Divide by Zero
J1891, CWE369_Divide_by_Zero__float_random_modulo_01_good, CWE-369, False, Divide by Zero
J1892, CWE369_Divide_by_Zero__float_URLConnection_divide_01_bad, CWE-369, True, Divide by Zero
J1893, CWE369_Divide_by_Zero__float_URLConnection_divide_01_good, CWE-369, False, Divide by Zero
J1894, CWE369_Divide_by_Zero__float_URLConnection_modulo_01_bad, CWE-369, True, Divide by Zero
J1895, CWE369_Divide_by_Zero__float_URLConnection_modulo_01_good, CWE-369, False, Divide by Zero
J1896, CWE369_Divide_by_Zero__float_zero_divide_01_bad, CWE-369, True, Divide by Zero
J1897, CWE369_Divide_by_Zero__float_zero_divide_01_good, CWE-369, False, Divide by Zero
J1898, CWE369_Divide_by_Zero__float_zero_modulo_01_bad, CWE-369, True, Divide by Zero
J1899, CWE369_Divide_by_Zero__float_zero_modulo_01_good, CWE-369, False, Divide by Zero
J1900, CWE369_Divide_by_Zero__int_connect_tcp_divide_01_bad, CWE-369, True, Divide by Zero
J1901, CWE369_Divide_by_Zero__int_connect_tcp_divide_01_good, CWE-369, False, Divide by Zero
J1902, CWE369_Divide_by_Zero__int_connect_tcp_modulo_01_bad, CWE-369, True, Divide by Zero
J1903, CWE369_Divide_by_Zero__int_connect_tcp_modulo_01_good, CWE-369, False, Divide by Zero
J1904, CWE369_Divide_by_Zero__int_console_readLine_divide_01_bad, CWE-369, True, Divide by Zero
J1905, CWE369_Divide_by_Zero__int_console_readLine_divide_01_good, CWE-369, False, Divide by Zero
J1906, CWE369_Divide_by_Zero__int_console_readLine_modulo_01_bad, CWE-369, True, Divide by Zero
J1907, CWE369_Divide_by_Zero__int_console_readLine_modulo_01_good, CWE-369, False, Divide by Zero
J1908, CWE369_Divide_by_Zero__int_database_divide_01_bad, CWE-369, True, Divide by Zero
J1909, CWE369_Divide_by_Zero__int_database_divide_01_good, CWE-369, False, Divide by Zero
J1910, CWE369_Divide_by_Zero__int_database_modulo_01_bad, CWE-369, True, Divide by Zero
J1911, CWE369_Divide_by_Zero__int_database_modulo_01_good, CWE-369, False, Divide by Zero
J1912, CWE369_Divide_by_Zero__int_Environment_divide_01_bad, CWE-369, True, Divide by Zero
J1913, CWE369_Divide_by_Zero__int_Environment_divide_01_good, CWE-369, False, Divide by Zero
J1914, CWE369_Divide_by_Zero__int_Environment_modulo_01_bad, CWE-369, True, Divide by Zero
J1915, CWE369_Divide_by_Zero__int_Environment_modulo_01_good, CWE-369, False, Divide by Zero
J1916, CWE369_Divide_by_Zero__int_File_divide_01_bad, CWE-369, True, Divide by Zero
J1917, CWE369_Divide_by_Zero__int_File_divide_01_good, CWE-369, False, Divide by Zero
J1918, CWE369_Divide_by_Zero__int_File_modulo_01_bad, CWE-369, True, Divide by Zero
J1919, CWE369_Divide_by_Zero__int_File_modulo_01_good, CWE-369, False, Divide by Zero
J1920, CWE369_Divide_by_Zero__int_getCookies_Servlet_divide_01_bad, CWE-369, True, Divide by Zero
J1921, CWE369_Divide_by_Zero__int_getCookies_Servlet_divide_01_good, CWE-369, False, Divide by Zero
J1922, CWE369_Divide_by_Zero__int_getCookies_Servlet_modulo_01_bad, CWE-369, True, Divide by Zero
J1923, CWE369_Divide_by_Zero__int_getCookies_Servlet_modulo_01_good, CWE-369, False, Divide by Zero
J1924, CWE369_Divide_by_Zero__int_getParameter_Servlet_divide_01_bad, CWE-369, True, Divide by Zero
J1925, CWE369_Divide_by_Zero__int_getParameter_Servlet_divide_01_good, CWE-369, False, Divide by Zero
J1926, CWE369_Divide_by_Zero__int_getParameter_Servlet_modulo_01_bad, CWE-369, True, Divide by Zero
J1927, CWE369_Divide_by_Zero__int_getParameter_Servlet_modulo_01_good, CWE-369, False, Divide by Zero
J1928, CWE369_Divide_by_Zero__int_getQueryString_Servlet_divide_01_bad, CWE-369, True, Divide by Zero
J1929, CWE369_Divide_by_Zero__int_getQueryString_Servlet_divide_01_good, CWE-369, False, Divide by Zero
J1930, CWE369_Divide_by_Zero__int_getQueryString_Servlet_modulo_01_bad, CWE-369, True, Divide by Zero
J1931, CWE369_Divide_by_Zero__int_getQueryString_Servlet_modulo_01_good, CWE-369, False, Divide by Zero
J1932, CWE369_Divide_by_Zero__int_listen_tcp_divide_01_bad, CWE-369, True, Divide by Zero
J1933, CWE369_Divide_by_Zero__int_listen_tcp_divide_01_good, CWE-369, False, Divide by Zero
J1934, CWE369_Divide_by_Zero__int_listen_tcp_modulo_01_bad, CWE-369, True, Divide by Zero
J1935, CWE369_Divide_by_Zero__int_listen_tcp_modulo_01_good, CWE-369, False, Divide by Zero
J1936, CWE369_Divide_by_Zero__int_PropertiesFile_divide_01_bad, CWE-369, True, Divide by Zero
J1937, CWE369_Divide_by_Zero__int_PropertiesFile_divide_01_good, CWE-369, False, Divide by Zero
J1938, CWE369_Divide_by_Zero__int_PropertiesFile_modulo_01_bad, CWE-369, True, Divide by Zero
J1939, CWE369_Divide_by_Zero__int_PropertiesFile_modulo_01_good, CWE-369, False, Divide by Zero
J1940, CWE369_Divide_by_Zero__int_Property_divide_01_bad, CWE-369, True, Divide by Zero
J1941, CWE369_Divide_by_Zero__int_Property_divide_01_good, CWE-369, False, Divide by Zero
J1942, CWE369_Divide_by_Zero__int_Property_modulo_01_bad, CWE-369, True, Divide by Zero
J1943, CWE369_Divide_by_Zero__int_Property_modulo_01_good, CWE-369, False, Divide by Zero
J1944, CWE369_Divide_by_Zero__int_random_divide_01_bad, CWE-369, True, Divide by Zero
J1945, CWE369_Divide_by_Zero__int_random_divide_01_good, CWE-369, False, Divide by Zero
J1946, CWE369_Divide_by_Zero__int_random_modulo_01_bad, CWE-369, True, Divide by Zero
J1947, CWE369_Divide_by_Zero__int_random_modulo_01_good, CWE-369, False, Divide by Zero
J1948, CWE369_Divide_by_Zero__int_URLConnection_divide_01_bad, CWE-369, True, Divide by Zero
J1949, CWE369_Divide_by_Zero__int_URLConnection_divide_01_good, CWE-369, False, Divide by Zero
J1950, CWE369_Divide_by_Zero__int_URLConnection_modulo_01_bad, CWE-369, True, Divide by Zero
J1951, CWE369_Divide_by_Zero__int_URLConnection_modulo_01_good, CWE-369, False, Divide by Zero
J1952, CWE369_Divide_by_Zero__int_zero_divide_01_bad, CWE-369, True, Divide by Zero
J1953, CWE369_Divide_by_Zero__int_zero_divide_01_good, CWE-369, False, Divide by Zero
J1954, CWE369_Divide_by_Zero__int_zero_modulo_01_bad, CWE-369, True, Divide by Zero
J1955, CWE369_Divide_by_Zero__int_zero_modulo_01_good, CWE-369, False, Divide by Zero
J1956, CWE36_Absolute_Path_Traversal__connect_tcp_01_bad, CWE-36, True, Absolute Path Traversal,CWE-22 CWE-23 CWE-36 CWE-73 CWE-610 CWE-642 CWE-664 CWE-668 CWE-706,CWE-22 CWE-23 CWE-36 CWE-73 CWE-610 CWE-642 CWE-664 CWE-668 CWE-706
J1957, CWE36_Absolute_Path_Traversal__connect_tcp_01_good, CWE-36, False, Absolute Path Traversal
J1958, CWE36_Absolute_Path_Traversal__console_readLine_01_bad, CWE-36, True, Absolute Path Traversal
J1959, CWE36_Absolute_Path_Traversal__console_readLine_01_good, CWE-36, False, Absolute Path Traversal
J1960, CWE36_Absolute_Path_Traversal__database_01_bad, CWE-36, True, Absolute Path Traversal
J1961, CWE36_Absolute_Path_Traversal__database_01_good, CWE-36, False, Absolute Path Traversal
J1962, CWE36_Absolute_Path_Traversal__Environment_01_bad, CWE-36, True, Absolute Path Traversal
J1963, CWE36_Absolute_Path_Traversal__Environment_01_good, CWE-36, False, Absolute Path Traversal
J1964, CWE36_Absolute_Path_Traversal__File_01_bad, CWE-36, True, Absolute Path Traversal
J1965, CWE36_Absolute_Path_Traversal__File_01_good, CWE-36, False, Absolute Path Traversal
J1966, CWE36_Absolute_Path_Traversal__getCookies_Servlet_01_bad, CWE-36, True, Absolute Path Traversal,CWE-22 CWE-23 CWE-36 CWE-73 CWE-610 CWE-642 CWE-664 CWE-668 CWE-706,CWE-22 CWE-23 CWE-36 CWE-73 CWE-610 CWE-642 CWE-664 CWE-668 CWE-706
J1967, CWE36_Absolute_Path_Traversal__getCookies_Servlet_01_good, CWE-36, False, Absolute Path Traversal
J1968, CWE36_Absolute_Path_Traversal__getParameter_Servlet_01_bad, CWE-36, True, Absolute Path Traversal,CWE-22 CWE-23 CWE-36 CWE-73 CWE-610 CWE-642 CWE-664 CWE-668 CWE-706,CWE-22 CWE-23 CWE-36 CWE-73 CWE-610 CWE-642 CWE-664 CWE-668 CWE-706
J1969, CWE36_Absolute_Path_Traversal__getParameter_Servlet_01_good, CWE-36, False, Absolute Path Traversal
J1970, CWE36_Absolute_Path_Traversal__getQueryString_Servlet_01_bad, CWE-36, True, Absolute Path Traversal,CWE-22 CWE-23 CWE-36 CWE-73 CWE-610 CWE-642 CWE-664 CWE-668 CWE-706,CWE-22 CWE-23 CWE-36 CWE-73 CWE-610 CWE-642 CWE-664 CWE-668 CWE-706
J1971, CWE36_Absolute_Path_Traversal__getQueryString_Servlet_01_good, CWE-36, False, Absolute Path Traversal
J1972, CWE36_Absolute_Path_Traversal__listen_tcp_01_bad, CWE-36, True, Absolute Path Traversal,CWE-22 CWE-23 CWE-36 CWE-73 CWE-610 CWE-642 CWE-664 CWE-668 CWE-706,CWE-22 CWE-23 CWE-36 CWE-73 CWE-610 CWE-642 CWE-664 CWE-668 CWE-706
J1973, CWE36_Absolute_Path_Traversal__listen_tcp_01_good, CWE-36, False, Absolute Path Traversal
J1974, CWE36_Absolute_Path_Traversal__PropertiesFile_01_bad, CWE-36, True, Absolute Path Traversal
J1975, CWE36_Absolute_Path_Traversal__PropertiesFile_01_good, CWE-36, False, Absolute Path Traversal
J1976, CWE36_Absolute_Path_Traversal__Property_01_bad, CWE-36, True, Absolute Path Traversal
J1977, CWE36_Absolute_Path_Traversal__Property_01_good, CWE-36, False, Absolute Path Traversal
J1978, CWE36_Absolute_Path_Traversal__URLConnection_01_bad, CWE-36, True, Absolute Path Traversal,CWE-22 CWE-23 CWE-36 CWE-73 CWE-610 CWE-642 CWE-664 CWE-668 CWE-706,CWE-22 CWE-23 CWE-36 CWE-73 CWE-610 CWE-642 CWE-664 CWE-668 CWE-706
J1979, CWE36_Absolute_Path_Traversal__URLConnection_01_good, CWE-36, False, Absolute Path Traversal
J1980, CWE378_Temporary_File_Creation_With_Insecure_Perms__basic_01_bad, CWE-378, True, Temporary File Creation With Insecure Perms
J1981, CWE378_Temporary_File_Creation_With_Insecure_Perms__basic_01_good, CWE-378, False, Temporary File Creation With Insecure Perms
J1982, CWE379_Temporary_File_Creation_in_Insecure_Dir__basic_01_bad, CWE-379, True, Temporary File Creation in Insecure Dir
J1983, CWE379_Temporary_File_Creation_in_Insecure_Dir__basic_01_good, CWE-379, False, Temporary File Creation in Insecure Dir
J1984, CWE382_Use_of_System_Exit__Servlet_Runtime_01_bad, CWE-382, True, Use of System Exit
J1985, CWE382_Use_of_System_Exit__Servlet_Runtime_01_good, CWE-382, False, Use of System Exit
J1986, CWE382_Use_of_System_Exit__Servlet_System_01_bad, CWE-382, True, Use of System Exit
J1987, CWE382_Use_of_System_Exit__Servlet_System_01_good, CWE-382, False, Use of System Exit
J1988, CWE383_Direct_Use_of_Threads__Servlet_01_bad, CWE-383, True, Direct Use of Threads
J1990, CWE390_Error_Without_Action__mkdirs_01_bad, CWE-390, True, Error Without Action
J1991, CWE390_Error_Without_Action__mkdirs_01_good, CWE-390, False, Error Without Action
J1992, CWE390_Error_Without_Action__reader_01_bad, CWE-390, True, Error Without Action
J1993, CWE390_Error_Without_Action__reader_01_good, CWE-390, False, Error Without Action
J1994, CWE395_Catch_NullPointerException__basic_01_bad, CWE-395, True, Catch NullPointerException
J1995, CWE395_Catch_NullPointerException__basic_01_good, CWE-395, False, Catch NullPointerException
J1996, CWE396_Catch_Generic_Exception__Exception_01_bad, CWE-396, True, Catch Generic Exception
J1997, CWE396_Catch_Generic_Exception__Exception_01_good, CWE-396, False, Catch Generic Exception
J1998, CWE396_Catch_Generic_Exception__Throwable_01_bad, CWE-396, True, Catch Generic Exception
J1999, CWE396_Catch_Generic_Exception__Throwable_01_good, CWE-396, False, Catch Generic Exception
J2000, CWE397_Throw_Generic__declare_Exception_01_bad, CWE-397, True, Throw Generic
J2001, CWE397_Throw_Generic__declare_Exception_01_good, CWE-397, False, Throw Generic
J2002, CWE397_Throw_Generic__declare_Throwable_01_bad, CWE-397, True, Throw Generic
J2003, CWE397_Throw_Generic__declare_Throwable_01_good, CWE-397, False, Throw Generic
J2004, CWE397_Throw_Generic__throw_Exception_01_bad, CWE-397, True, Throw Generic
J2005, CWE397_Throw_Generic__throw_Exception_01_good, CWE-397, False, Throw Generic
J2006, CWE397_Throw_Generic__throw_Throwable_01_bad, CWE-397, True, Throw Generic
J2007, CWE397_Throw_Generic__throw_Throwable_01_good, CWE-397, False, Throw Generic
J2008, CWE398_Poor_Code_Quality__empty_block_01_bad, CWE-398, True, Poor Code Quality
J2009, CWE398_Poor_Code_Quality__empty_block_01_good, CWE-398, False, Poor Code Quality
J2010, CWE398_Poor_Code_Quality__empty_case_01_bad, CWE-398, True, Poor Code Quality
J2011, CWE398_Poor_Code_Quality__empty_case_01_good, CWE-398, False, Poor Code Quality
J2012, CWE398_Poor_Code_Quality__empty_else_01_bad, CWE-398, True, Poor Code Quality
J2013, CWE398_Poor_Code_Quality__empty_else_01_good, CWE-398, False, Poor Code Quality
J2014, CWE398_Poor_Code_Quality__empty_for_01_bad, CWE-398, True, Poor Code Quality
J2015, CWE398_Poor_Code_Quality__empty_for_01_good, CWE-398, False, Poor Code Quality
J2016, CWE398_Poor_Code_Quality__empty_function_01_bad, CWE-398, True, Poor Code Quality
J2017, CWE398_Poor_Code_Quality__empty_function_01_good, CWE-398, False, Poor Code Quality
J2018, CWE398_Poor_Code_Quality__empty_if_01_bad, CWE-398, True, Poor Code Quality
J2019, CWE398_Poor_Code_Quality__empty_if_01_good, CWE-398, False, Poor Code Quality
J2020, CWE398_Poor_Code_Quality__empty_while_01_bad, CWE-398, True, Poor Code Quality
J2021, CWE398_Poor_Code_Quality__empty_while_01_good, CWE-398, False, Poor Code Quality
J2022, CWE398_Poor_Code_Quality__equals_01_bad, CWE-398, True, Poor Code Quality
J2023, CWE398_Poor_Code_Quality__equals_01_good, CWE-398, False, Poor Code Quality
J2024, CWE398_Poor_Code_Quality__semicolon_01_bad, CWE-398, True, Poor Code Quality
J2025, CWE398_Poor_Code_Quality__semicolon_01_good, CWE-398, False, Poor Code Quality
J2026, CWE400_Resource_Exhaustion__connect_tcp_for_loop_01_bad, CWE-400, True, Resource Exhaustion
J2027, CWE400_Resource_Exhaustion__connect_tcp_for_loop_01_good, CWE-400, False, Resource Exhaustion
J2028, CWE400_Resource_Exhaustion__connect_tcp_write_01_bad, CWE-400, True, Resource Exhaustion
J2029, CWE400_Resource_Exhaustion__connect_tcp_write_01_good, CWE-400, False, Resource Exhaustion
J2030, CWE400_Resource_Exhaustion__console_readLine_for_loop_01_bad, CWE-400, True, Resource Exhaustion
J2031, CWE400_Resource_Exhaustion__console_readLine_for_loop_01_good, CWE-400, False, Resource Exhaustion
J2032, CWE400_Resource_Exhaustion__console_readLine_write_01_bad, CWE-400, True, Resource Exhaustion
J2033, CWE400_Resource_Exhaustion__console_readLine_write_01_good, CWE-400, False, Resource Exhaustion
J2034, CWE400_Resource_Exhaustion__database_for_loop_01_bad, CWE-400, True, Resource Exhaustion
J2035, CWE400_Resource_Exhaustion__database_for_loop_01_good, CWE-400, False, Resource Exhaustion
J2036, CWE400_Resource_Exhaustion__database_write_01_bad, CWE-400, True, Resource Exhaustion
J2037, CWE400_Resource_Exhaustion__database_write_01_good, CWE-400, False, Resource Exhaustion
J2038, CWE400_Resource_Exhaustion__Environment_for_loop_01_bad, CWE-400, True, Resource Exhaustion
J2039, CWE400_Resource_Exhaustion__Environment_for_loop_01_good, CWE-400, False, Resource Exhaustion
J2040, CWE400_Resource_Exhaustion__Environment_write_01_bad, CWE-400, True, Resource Exhaustion
J2041, CWE400_Resource_Exhaustion__Environment_write_01_good, CWE-400, False, Resource Exhaustion
J2042, CWE400_Resource_Exhaustion__File_for_loop_01_bad, CWE-400, True, Resource Exhaustion
J2043, CWE400_Resource_Exhaustion__File_for_loop_01_good, CWE-400, False, Resource Exhaustion
J2044, CWE400_Resource_Exhaustion__File_write_01_bad, CWE-400, True, Resource Exhaustion
J2045, CWE400_Resource_Exhaustion__File_write_01_good, CWE-400, False, Resource Exhaustion
J2046, CWE400_Resource_Exhaustion__getCookies_Servlet_for_loop_01_bad, CWE-400, True, Resource Exhaustion
J2047, CWE400_Resource_Exhaustion__getCookies_Servlet_for_loop_01_good, CWE-400, False, Resource Exhaustion
J2048, CWE400_Resource_Exhaustion__getCookies_Servlet_write_01_bad, CWE-400, True, Resource Exhaustion
J2049, CWE400_Resource_Exhaustion__getCookies_Servlet_write_01_good, CWE-400, False, Resource Exhaustion
J2050, CWE400_Resource_Exhaustion__getParameter_Servlet_for_loop_01_bad, CWE-400, True, Resource Exhaustion
J2051, CWE400_Resource_Exhaustion__getParameter_Servlet_for_loop_01_good, CWE-400, False, Resource Exhaustion
J2052, CWE400_Resource_Exhaustion__getParameter_Servlet_write_01_bad, CWE-400, True, Resource Exhaustion
J2053, CWE400_Resource_Exhaustion__getParameter_Servlet_write_01_good, CWE-400, False, Resource Exhaustion
J2054, CWE400_Resource_Exhaustion__getQueryString_Servlet_for_loop_01_bad, CWE-400, True, Resource Exhaustion
J2055, CWE400_Resource_Exhaustion__getQueryString_Servlet_for_loop_01_good, CWE-400, False, Resource Exhaustion
J2056, CWE400_Resource_Exhaustion__getQueryString_Servlet_write_01_bad, CWE-400, True, Resource Exhaustion
J2057, CWE400_Resource_Exhaustion__getQueryString_Servlet_write_01_good, CWE-400, False, Resource Exhaustion
J2058, CWE400_Resource_Exhaustion__listen_tcp_for_loop_01_bad, CWE-400, True, Resource Exhaustion
J2059, CWE400_Resource_Exhaustion__listen_tcp_for_loop_01_good, CWE-400, False, Resource Exhaustion
J2060, CWE400_Resource_Exhaustion__listen_tcp_write_01_bad, CWE-400, True, Resource Exhaustion
J2061, CWE400_Resource_Exhaustion__listen_tcp_write_01_good, CWE-400, False, Resource Exhaustion
J2062, CWE400_Resource_Exhaustion__max_value_for_loop_01_bad, CWE-400, True, Resource Exhaustion
J2063, CWE400_Resource_Exhaustion__max_value_for_loop_01_good, CWE-400, False, Resource Exhaustion
J2064, CWE400_Resource_Exhaustion__max_value_write_01_bad, CWE-400, True, Resource Exhaustion
J2065, CWE400_Resource_Exhaustion__max_value_write_01_good, CWE-400, False, Resource Exhaustion
J2066, CWE400_Resource_Exhaustion__PropertiesFile_for_loop_01_bad, CWE-400, True, Resource Exhaustion
J2067, CWE400_Resource_Exhaustion__PropertiesFile_for_loop_01_good, CWE-400, False, Resource Exhaustion
J2068, CWE400_Resource_Exhaustion__PropertiesFile_write_01_bad, CWE-400, True, Resource Exhaustion
J2069, CWE400_Resource_Exhaustion__PropertiesFile_write_01_good, CWE-400, False, Resource Exhaustion
J2070, CWE400_Resource_Exhaustion__Property_for_loop_01_bad, CWE-400, True, Resource Exhaustion
J2071, CWE400_Resource_Exhaustion__Property_for_loop_01_good, CWE-400, False, Resource Exhaustion
J2072, CWE400_Resource_Exhaustion__Property_write_01_bad, CWE-400, True, Resource Exhaustion
J2073, CWE400_Resource_Exhaustion__Property_write_01_good, CWE-400, False, Resource Exhaustion
J2074, CWE400_Resource_Exhaustion__random_for_loop_01_bad, CWE-400, True, Resource Exhaustion
J2075, CWE400_Resource_Exhaustion__random_for_loop_01_good, CWE-400, False, Resource Exhaustion
J2076, CWE400_Resource_Exhaustion__random_write_01_bad, CWE-400, True, Resource Exhaustion
J2077, CWE400_Resource_Exhaustion__random_write_01_good, CWE-400, False, Resource Exhaustion
J2078, CWE400_Resource_Exhaustion__Servlet_01_bad, CWE-400, True, Resource Exhaustion
J2079, CWE400_Resource_Exhaustion__Servlet_01_good, CWE-400, False, Resource Exhaustion
J2080, CWE400_Resource_Exhaustion__sleep_connect_tcp_01_bad, CWE-400, True, Resource Exhaustion
J2081, CWE400_Resource_Exhaustion__sleep_connect_tcp_01_good, CWE-400, False, Resource Exhaustion
J2082, CWE400_Resource_Exhaustion__sleep_console_readLine_01_bad, CWE-400, True, Resource Exhaustion
J2083, CWE400_Resource_Exhaustion__sleep_console_readLine_01_good, CWE-400, False, Resource Exhaustion
J2084, CWE400_Resource_Exhaustion__sleep_database_01_bad, CWE-400, True, Resource Exhaustion
J2085, CWE400_Resource_Exhaustion__sleep_database_01_good, CWE-400, False, Resource Exhaustion
J2086, CWE400_Resource_Exhaustion__sleep_Environment_01_bad, CWE-400, True, Resource Exhaustion
J2087, CWE400_Resource_Exhaustion__sleep_Environment_01_good, CWE-400, False, Resource Exhaustion
J2088, CWE400_Resource_Exhaustion__sleep_File_01_bad, CWE-400, True, Resource Exhaustion
J2089, CWE400_Resource_Exhaustion__sleep_File_01_good, CWE-400, False, Resource Exhaustion
J2090, CWE400_Resource_Exhaustion__sleep_listen_tcp_01_bad, CWE-400, True, Resource Exhaustion
J2091, CWE400_Resource_Exhaustion__sleep_listen_tcp_01_good, CWE-400, False, Resource Exhaustion
J2092, CWE400_Resource_Exhaustion__sleep_max_value_01_bad, CWE-400, True, Resource Exhaustion
J2093, CWE400_Resource_Exhaustion__sleep_max_value_01_good, CWE-400, False, Resource Exhaustion
J2094, CWE400_Resource_Exhaustion__sleep_PropertiesFile_01_bad, CWE-400, True, Resource Exhaustion
J2095, CWE400_Resource_Exhaustion__sleep_PropertiesFile_01_good, CWE-400, False, Resource Exhaustion
J2096, CWE400_Resource_Exhaustion__sleep_Property_01_bad, CWE-400, True, Resource Exhaustion
J2097, CWE400_Resource_Exhaustion__sleep_Property_01_good, CWE-400, False, Resource Exhaustion
J2098, CWE400_Resource_Exhaustion__sleep_random_01_bad, CWE-400, True, Resource Exhaustion
J2099, CWE400_Resource_Exhaustion__sleep_random_01_good, CWE-400, False, Resource Exhaustion
J2100, CWE400_Resource_Exhaustion__sleep_URLConnection_01_bad, CWE-400, True, Resource Exhaustion
J2101, CWE400_Resource_Exhaustion__sleep_URLConnection_01_good, CWE-400, False, Resource Exhaustion
J2102, CWE400_Resource_Exhaustion__URLConnection_for_loop_01_bad, CWE-400, True, Resource Exhaustion
J2103, CWE400_Resource_Exhaustion__URLConnection_for_loop_01_good, CWE-400, False, Resource Exhaustion
J2104, CWE400_Resource_Exhaustion__URLConnection_write_01_bad, CWE-400, True, Resource Exhaustion
J2105, CWE400_Resource_Exhaustion__URLConnection_write_01_good, CWE-400, False, Resource Exhaustion
J2106, CWE404_Improper_Resource_Shutdown__console_InputStreamReader_01_bad, CWE-404, True, Improper Resource Shutdown
J2107, CWE404_Improper_Resource_Shutdown__console_InputStreamReader_01_good, CWE-404, False, Improper Resource Shutdown
J2108, CWE404_Improper_Resource_Shutdown__db_Connection_01_bad, CWE-404, True, Improper Resource Shutdown
J2109, CWE404_Improper_Resource_Shutdown__db_Connection_01_good, CWE-404, False, Improper Resource Shutdown
J2110, CWE404_Improper_Resource_Shutdown__FileReader_01_bad, CWE-404, True, Improper Resource Shutdown
J2111, CWE404_Improper_Resource_Shutdown__FileReader_01_good, CWE-404, False, Improper Resource Shutdown
J2112, CWE404_Improper_Resource_Shutdown__ReentrantLock_Thread_01_bad, CWE-404, True, Improper Resource Shutdown
J2113, CWE404_Improper_Resource_Shutdown__ReentrantLock_Thread_01_good, CWE-404, False, Improper Resource Shutdown
J2114, CWE404_Improper_Resource_Shutdown__ZipFile_01_bad, CWE-404, True, Improper Resource Shutdown
J2115, CWE404_Improper_Resource_Shutdown__ZipFile_01_good, CWE-404, False, Improper Resource Shutdown
J2116, CWE459_Incomplete_Cleanup__Servlet_temp_file_01_bad, CWE-459, True, Incomplete Cleanup
J2117, CWE459_Incomplete_Cleanup__Servlet_temp_file_01_good, CWE-459, False, Incomplete Cleanup
J2118, CWE459_Incomplete_Cleanup__temp_file_01_bad, CWE-459, True, Incomplete Cleanup
J2119, CWE459_Incomplete_Cleanup__temp_file_01_good, CWE-459, False, Incomplete Cleanup
J2120, CWE470_Unsafe_Reflection__connect_tcp_01_bad, CWE-470, True, Unsafe Reflection
J2121, CWE470_Unsafe_Reflection__connect_tcp_01_good, CWE-470, False, Unsafe Reflection
J2122, CWE470_Unsafe_Reflection__console_readLine_01_bad, CWE-470, True, Unsafe Reflection
J2123, CWE470_Unsafe_Reflection__console_readLine_01_good, CWE-470, False, Unsafe Reflection
J2124, CWE470_Unsafe_Reflection__database_01_bad, CWE-470, True, Unsafe Reflection
J2125, CWE470_Unsafe_Reflection__database_01_good, CWE-470, False, Unsafe Reflection
J2126, CWE470_Unsafe_Reflection__Environment_01_bad, CWE-470, True, Unsafe Reflection
J2127, CWE470_Unsafe_Reflection__Environment_01_good, CWE-470, False, Unsafe Reflection
J2128, CWE470_Unsafe_Reflection__File_01_bad, CWE-470, True, Unsafe Reflection
J2129, CWE470_Unsafe_Reflection__File_01_good, CWE-470, False, Unsafe Reflection
J2130, CWE470_Unsafe_Reflection__getCookies_Servlet_01_bad, CWE-470, True, Unsafe Reflection
J2131, CWE470_Unsafe_Reflection__getCookies_Servlet_01_good, CWE-470, False, Unsafe Reflection
J2132, CWE470_Unsafe_Reflection__getParameter_Servlet_01_bad, CWE-470, True, Unsafe Reflection
J2133, CWE470_Unsafe_Reflection__getParameter_Servlet_01_good, CWE-470, False, Unsafe Reflection
J2134, CWE470_Unsafe_Reflection__getQueryString_Servlet_01_bad, CWE-470, True, Unsafe Reflection
J2135, CWE470_Unsafe_Reflection__getQueryString_Servlet_01_good, CWE-470, False, Unsafe Reflection
J2136, CWE470_Unsafe_Reflection__listen_tcp_01_bad, CWE-470, True, Unsafe Reflection
J2137, CWE470_Unsafe_Reflection__listen_tcp_01_good, CWE-470, False, Unsafe Reflection
J2138, CWE470_Unsafe_Reflection__PropertiesFile_01_bad, CWE-470, True, Unsafe Reflection
J2139, CWE470_Unsafe_Reflection__PropertiesFile_01_good, CWE-470, False, Unsafe Reflection
J2140, CWE470_Unsafe_Reflection__Property_01_bad, CWE-470, True, Unsafe Reflection
J2141, CWE470_Unsafe_Reflection__Property_01_good, CWE-470, False, Unsafe Reflection
J2142, CWE470_Unsafe_Reflection__URLConnection_01_bad, CWE-470, True, Unsafe Reflection
J2143, CWE470_Unsafe_Reflection__URLConnection_01_good, CWE-470, False, Unsafe Reflection
J2144, CWE476_NULL_Pointer_Dereference__binary_if_01_bad, CWE-476, True, NULL Pointer Dereference
J2145, CWE476_NULL_Pointer_Dereference__binary_if_01_good, CWE-476, False, NULL Pointer Dereference
