CWE,Language,Query id,Query name
CWE-664,Java/Kotlin,java/spring-view-manipulation-implicit,Spring Implicit View Manipulation
CWE-664,Java/Kotlin,java/spring-view-manipulation,Spring View Manipulation
CWE-664,Java/Kotlin,java/insecure-webview-resource-response,Insecure Android WebView Resource Response
CWE-664,Java/Kotlin,java/sensitive-android-file-leak,Leaking sensitive Android file
CWE-664,Java/Kotlin,java/possible-timing-attack-against-signature,Possible timing attack against signature validation
CWE-664,Java/Kotlin,java/timing-attack-against-headers-value,Timing attack against header value
CWE-664,Java/Kotlin,java/timing-attack-against-signature,Timing attack against signature validation
CWE-664,Java/Kotlin,java/ignored-hostname-verification,Ignored result of hostname verification
CWE-664,Java/Kotlin,java/insecure-ldaps-endpoint,Insecure LDAPS Endpoint Configuration
CWE-664,Java/Kotlin,java/disabled-certificate-revocation-checking,Disabled certificate revocation checking
CWE-664,Java/Kotlin,java/unvalidated-cors-origin-set,CORS is derived from untrusted input
CWE-664,Java/Kotlin,java/local-thread-resource-abuse,Uncontrolled thread resource consumption from local input source
CWE-664,Java/Kotlin,java/thread-resource-abuse,Uncontrolled thread resource consumption
CWE-664,Java/Kotlin,java/unsafe-reflection,Use of externally-controlled input to select classes or code ('unsafe reflection')
CWE-664,Java/Kotlin,java/main-method-in-enterprise-bean,Main Method in Enterprise Java Bean
CWE-664,Java/Kotlin,java/main-method-in-web-components,Main Method in Java EE Web Components
CWE-664,Java/Kotlin,java/struts-development-mode,Apache Struts development mode enabled
CWE-664,Java/Kotlin,java/unsafe-deserialization-rmi,Unsafe deserialization in a remotely callable method.
CWE-664,Java/Kotlin,java/unsafe-deserialization-spring-exporter-in-configuration-class,Unsafe deserialization with Spring's remote service exporters.
CWE-664,Java/Kotlin,java/unsafe-deserialization-spring-exporter-in-xml-configuration,Unsafe deserialization with Spring's remote service exporters.
CWE-664,Java/Kotlin,java/server-directory-listing,Directories and files exposure
CWE-664,Java/Kotlin,java/unsafe-url-forward-dispatch-load,"Unsafe URL forward, dispatch, or load from remote source"
CWE-664,Java/Kotlin,java/credentials-in-properties,Cleartext Credentials in Properties File
CWE-664,Java/Kotlin,java/password-in-configuration,Password in configuration file
CWE-664,Java/Kotlin,java/sensitive-query-with-get,Sensitive GET Query
CWE-664,Java/Kotlin,java/spring-unvalidated-url-redirection,Spring url redirection from remote source
CWE-664,Java/Kotlin,java/permissive-dot-regex,URL matched by permissive . in a regular expression
CWE-664,Java/Kotlin,java/insecure-rmi-jmx-server-initialization,InsecureRmiJmxAuthenticationEnvironment
CWE-664,Java/Kotlin,java/incorrect-url-verification,Incorrect URL verification
CWE-665,Java/Kotlin,java/unassigned-field,Field is never assigned a non-null value
CWE-665,Java/Kotlin,java/insecure-rmi-jmx-server-initialization,InsecureRmiJmxAuthenticationEnvironment
CWE-667,Java/Kotlin,java/unsafe-double-checked-locking,Double-checked locking is not thread-safe
CWE-667,Java/Kotlin,java/unsafe-double-checked-locking-init-order,Race condition in double-checked locking object initialization
CWE-667,Java/Kotlin,java/lazy-initialization,Incorrect lazy initialization of a static field
CWE-667,Java/Kotlin,java/sleep-with-lock-held,Sleep with lock held
CWE-667,Java/Kotlin,java/unsynchronized-getter,Inconsistent synchronization of getter and setter
CWE-667,Java/Kotlin,java/unreleased-lock,Unreleased lock
CWE-667,Java/Kotlin,java/wait-with-two-locks,Wait with two locks held
CWE-667,Java/Kotlin,java/lock-order-inconsistency,Lock order inconsistency
CWE-668,Java/Kotlin,java/path-injection,Uncontrolled data used in path expression
CWE-668,Java/Kotlin,java/path-injection-local,Local-user-controlled data in path expression
CWE-668,Java/Kotlin,java/zipslip,"Arbitrary file access during archive extraction (""Zip Slip"")"
CWE-668,Java/Kotlin,java/partial-path-traversal,Partial path traversal vulnerability
CWE-668,Java/Kotlin,java/partial-path-traversal-from-remote,Partial path traversal vulnerability from remote
CWE-668,Java/Kotlin,java/android/websettings-allow-content-access,Android WebView settings allows access to content links
CWE-668,Java/Kotlin,java/android/websettings-file-access,Android WebSettings file access
CWE-668,Java/Kotlin,java/local-temp-file-or-directory-information-disclosure,Local information disclosure in a temporary directory
CWE-668,Java/Kotlin,java/stack-trace-exposure,Information exposure through a stack trace
CWE-668,Java/Kotlin,java/insecure-basic-auth,Insecure basic authentication
CWE-668,Java/Kotlin,java/insecure-ldap-auth,Insecure LDAP authentication
CWE-668,Java/Kotlin,java/android/sensitive-keyboard-cache,Android sensitive keyboard cache
CWE-668,Java/Kotlin,java/sensitive-log,Insertion of sensitive information into log files
CWE-668,Java/Kotlin,java/world-writable-file-read,Reading from a world writable file
CWE-668,Java/Kotlin,java/android/implicit-pendingintents,Use of implicit PendingIntents
CWE-668,Java/Kotlin,java/android/sensitive-communication,Leaking sensitive information through an implicit Intent
CWE-668,Java/Kotlin,java/android/sensitive-result-receiver,Leaking sensitive information through a ResultReceiver
CWE-668,Java/Kotlin,java/static-array,Array constant vulnerable to change
CWE-668,Java/Kotlin,java/openstream-called-on-tainted-url,openStream called on URLs created from remote source
CWE-668,Java/Kotlin,java/file-path-injection,File Path Injection
CWE-668,Java/Kotlin,java/insecure-webview-resource-response,Insecure Android WebView Resource Response
CWE-668,Java/Kotlin,java/sensitive-android-file-leak,Leaking sensitive Android file
CWE-668,Java/Kotlin,java/possible-timing-attack-against-signature,Possible timing attack against signature validation
CWE-668,Java/Kotlin,java/timing-attack-against-headers-value,Timing attack against header value
CWE-668,Java/Kotlin,java/timing-attack-against-signature,Timing attack against signature validation
CWE-668,Java/Kotlin,java/server-directory-listing,Directories and files exposure
CWE-668,Java/Kotlin,java/unsafe-url-forward-dispatch-load,"Unsafe URL forward, dispatch, or load from remote source"
CWE-668,Java/Kotlin,java/credentials-in-properties,Cleartext Credentials in Properties File
CWE-668,Java/Kotlin,java/password-in-configuration,Password in configuration file
CWE-668,Java/Kotlin,java/sensitive-query-with-get,Sensitive GET Query
CWE-669,Java/Kotlin,java/xxe,Resolving XML external entity in user-controlled data
CWE-669,Java/Kotlin,java/xxe-local,Resolving XML external entity in user-controlled data from local source
CWE-669,Java/Kotlin,java/maven/non-https-url,Failure to use HTTPS or SFTP URL in Maven artifact upload/download
CWE-670,Java/Kotlin,java/whitespace-contradicts-precedence,Whitespace contradicts operator precedence
CWE-670,Java/Kotlin,java/assignment-in-boolean-expression,Assignment in Boolean expression
CWE-670,Java/Kotlin,java/reference-equality-on-strings,Reference equality test on strings
CWE-670,Java/Kotlin,java/switch-fall-through,Unterminated switch case
CWE-671,Java/Kotlin,java/hardcoded-credential-api-call,Hard-coded credential in API call
CWE-671,Java/Kotlin,java/hardcoded-credential-comparison,Hard-coded credential comparison
CWE-671,Java/Kotlin,java/hardcoded-credential-sensitive-call,Hard-coded credential in sensitive call
CWE-671,Java/Kotlin,java/hardcoded-password-field,Hard-coded password field
CWE-674,Java/Kotlin,java/xxe,Resolving XML external entity in user-controlled data
CWE-674,Java/Kotlin,java/xxe-local,Resolving XML external entity in user-controlled data from local source
CWE-675,Java/Kotlin,java/unreleased-lock,Unreleased lock
CWE-676,Java/Kotlin,java/potentially-dangerous-function,Use of a potentially dangerous function
CWE-681,Java/Kotlin,java/implicit-cast-in-compound-assignment,Implicit narrowing conversion in compound assignment
CWE-681,Java/Kotlin,java/integer-multiplication-cast-to-long,Result of multiplication cast to wider type
CWE-681,Java/Kotlin,java/comparison-with-wider-type,Comparison of narrow type with wide type in loop condition
CWE-681,Java/Kotlin,java/tainted-numeric-cast,User-controlled data in numeric cast
CWE-681,Java/Kotlin,java/tainted-numeric-cast-local,Local-user-controlled data in numeric cast
CWE-682,Java/Kotlin,java/implicit-cast-in-compound-assignment,Implicit narrowing conversion in compound assignment
CWE-682,Java/Kotlin,java/integer-multiplication-cast-to-long,Result of multiplication cast to wider type
CWE-682,Java/Kotlin,java/index-out-of-bounds,Array index out of bounds
CWE-682,Java/Kotlin,java/tainted-arithmetic,User-controlled data in arithmetic expression
CWE-682,Java/Kotlin,java/tainted-arithmetic-local,Local-user-controlled data in arithmetic expression
CWE-682,Java/Kotlin,java/uncontrolled-arithmetic,Uncontrolled data in arithmetic expression
CWE-682,Java/Kotlin,java/extreme-value-arithmetic,Use of extreme values in arithmetic expression
CWE-682,Java/Kotlin,java/comparison-with-wider-type,Comparison of narrow type with wide type in loop condition
CWE-685,Java/Kotlin,java/missing-format-argument,Missing format argument
CWE-685,Java/Kotlin,java/unused-format-argument,Unused format argument
CWE-691,Java/Kotlin,java/ejb/container-interference,EJB interferes with container operation
CWE-691,Java/Kotlin,java/ejb/synchronization,EJB uses synchronization
CWE-691,Java/Kotlin,java/whitespace-contradicts-precedence,Whitespace contradicts operator precedence
CWE-691,Java/Kotlin,java/assignment-in-boolean-expression,Assignment in Boolean expression
CWE-691,Java/Kotlin,java/reference-equality-on-strings,Reference equality test on strings
CWE-691,Java/Kotlin,java/wait-on-condition-interface,Wait on condition
CWE-691,Java/Kotlin,java/call-to-thread-run,Direct call to a run() method
CWE-691,Java/Kotlin,java/unsafe-double-checked-locking,Double-checked locking is not thread-safe
CWE-691,Java/Kotlin,java/unsafe-double-checked-locking-init-order,Race condition in double-checked locking object initialization
CWE-691,Java/Kotlin,java/unsafe-sync-on-field,Futile synchronization on field
CWE-691,Java/Kotlin,java/inconsistent-field-synchronization,Inconsistent synchronization for field
CWE-691,Java/Kotlin,java/lazy-initialization,Incorrect lazy initialization of a static field
CWE-691,Java/Kotlin,java/non-sync-override,Non-synchronized override of synchronized method
CWE-691,Java/Kotlin,java/notify-instead-of-notify-all,notify instead of notifyAll
CWE-691,Java/Kotlin,java/sleep-with-lock-held,Sleep with lock held
CWE-691,Java/Kotlin,java/sync-on-boxed-types,Synchronization on boxed types or strings
CWE-691,Java/Kotlin,java/unsynchronized-getter,Inconsistent synchronization of getter and setter
CWE-691,Java/Kotlin,java/inconsistent-sync-writeobject,Inconsistent synchronization for writeObject()
CWE-691,Java/Kotlin,java/unreleased-lock,Unreleased lock
CWE-691,Java/Kotlin,java/wait-with-two-locks,Wait with two locks held
CWE-691,Java/Kotlin,java/non-short-circuit-evaluation,Dangerous non-short-circuit logic
CWE-691,Java/Kotlin,java/constant-loop-condition,Constant loop condition
CWE-691,Java/Kotlin,java/android/arbitrary-apk-installation,Android APK installation
CWE-691,Java/Kotlin,java/groovy-injection,Groovy Language injection
CWE-691,Java/Kotlin,java/insecure-bean-validation,Insecure Bean Validation
CWE-691,Java/Kotlin,java/jexl-expression-injection,Expression language injection (JEXL)
CWE-691,Java/Kotlin,java/mvel-expression-injection,Expression language injection (MVEL)
CWE-691,Java/Kotlin,java/spel-expression-injection,Expression language injection (Spring)
CWE-691,Java/Kotlin,java/server-side-template-injection,Server-side template injection
CWE-691,Java/Kotlin,java/toctou-race-condition,Time-of-check time-of-use race condition
CWE-691,Java/Kotlin,java/socket-auth-race-condition,Race condition in socket authentication
CWE-691,Java/Kotlin,java/xxe,Resolving XML external entity in user-controlled data
CWE-691,Java/Kotlin,java/xxe-local,Resolving XML external entity in user-controlled data from local source
CWE-691,Java/Kotlin,java/android/unsafe-android-webview-fetch,Unsafe resource fetching in Android WebView
CWE-691,Java/Kotlin,java/lock-order-inconsistency,Lock order inconsistency
CWE-691,Java/Kotlin,java/unreachable-exit-in-loop,Loop with unreachable exit condition
CWE-691,Java/Kotlin,java/switch-fall-through,Unterminated switch case
CWE-691,Java/Kotlin,java/overly-general-catch,Overly-general catch clause
CWE-691,Java/Kotlin,java/uncaught-number-format-exception,Missing catch of NumberFormatException
CWE-691,Java/Kotlin,java/jvm-exit,Forcible JVM termination
CWE-691,Java/Kotlin,java/abnormal-finally-completion,Finally block may not complete normally
CWE-691,Java/Kotlin,java/beanshell-injection,BeanShell injection
CWE-691,Java/Kotlin,java/android-insecure-dex-loading,Insecure loading of an Android Dex File
CWE-691,Java/Kotlin,java/jshell-injection,JShell injection
CWE-691,Java/Kotlin,java/javaee-expression-injection,Jakarta Expression Language injection
CWE-691,Java/Kotlin,java/jython-injection,Injection in Jython
CWE-691,Java/Kotlin,java/unsafe-eval,Injection in Java Script Engine
CWE-691,Java/Kotlin,java/spring-view-manipulation-implicit,Spring Implicit View Manipulation
CWE-691,Java/Kotlin,java/spring-view-manipulation,Spring View Manipulation
CWE-691,Java/Kotlin,java/uncaught-servlet-exception,Uncaught Servlet Exception
CWE-693,Java/Kotlin,java/count-untrusted-data-external-api,Frequency counts for external APIs that are used with untrusted data
CWE-693,Java/Kotlin,java/overly-large-range,Overly permissive regular expression range
CWE-693,Java/Kotlin,java/untrusted-data-to-external-api,Untrusted data passed to external API
CWE-693,Java/Kotlin,java/improper-validation-of-array-construction,Improper validation of user-provided size used for array construction
CWE-693,Java/Kotlin,java/improper-validation-of-array-construction-code-specified,Improper validation of code-specified size used for array construction
CWE-693,Java/Kotlin,java/improper-validation-of-array-construction-local,Improper validation of local user-provided size used for array construction
CWE-693,Java/Kotlin,java/improper-validation-of-array-index,Improper validation of user-provided array index
CWE-693,Java/Kotlin,java/improper-validation-of-array-index-code-specified,Improper validation of code-specified array index
CWE-693,Java/Kotlin,java/improper-validation-of-array-index-local,Improper validation of local user-provided array index
CWE-693,Java/Kotlin,java/local-temp-file-or-directory-information-disclosure,Local information disclosure in a temporary directory
CWE-693,Java/Kotlin,java/android/intent-uri-permission-manipulation,Intent URI permission manipulation
CWE-693,Java/Kotlin,java/unsafe-cert-trust,Unsafe certificate trust
CWE-693,Java/Kotlin,java/android/missing-certificate-pinning,Android missing certificate pinning
CWE-693,Java/Kotlin,java/improper-webview-certificate-validation,Android WebView that accepts all certificates
CWE-693,Java/Kotlin,java/insecure-trustmanager,TrustManager that accepts all certificates
CWE-693,Java/Kotlin,java/insecure-smtp-ssl,Insecure JavaMail SSL Configuration
CWE-693,Java/Kotlin,java/unsafe-hostname-verification,Unsafe hostname verification
CWE-693,Java/Kotlin,java/android/backup-enabled,Application backup allowed
CWE-693,Java/Kotlin,java/android/cleartext-storage-database,Cleartext storage of sensitive information using a local database on Android
CWE-693,Java/Kotlin,java/android/cleartext-storage-filesystem,Cleartext storage of sensitive information in the Android filesystem
CWE-693,Java/Kotlin,java/cleartext-storage-in-class,Cleartext storage of sensitive information using storable class
CWE-693,Java/Kotlin,java/cleartext-storage-in-cookie,Cleartext storage of sensitive information in cookie
CWE-693,Java/Kotlin,java/cleartext-storage-in-properties,Cleartext storage of sensitive information using 'Properties' class
CWE-693,Java/Kotlin,java/android/cleartext-storage-shared-prefs,Cleartext storage of sensitive information using SharedPreferences on Android
CWE-693,Java/Kotlin,java/non-https-url,Failure to use HTTPS URLs
CWE-693,Java/Kotlin,java/non-ssl-connection,Failure to use SSL
CWE-693,Java/Kotlin,java/non-ssl-socket-factory,Failure to use SSL socket factories
CWE-693,Java/Kotlin,java/insufficient-key-size,Use of a cryptographic algorithm with insufficient key size
CWE-693,Java/Kotlin,java/weak-cryptographic-algorithm,Use of a broken or risky cryptographic algorithm
CWE-693,Java/Kotlin,java/potentially-weak-cryptographic-algorithm,Use of a potentially broken or risky cryptographic algorithm
CWE-693,Java/Kotlin,java/missing-jwt-signature-check,Missing JWT signature check
CWE-693,Java/Kotlin,java/spring-disabled-csrf-protection,Disabled Spring CSRF protection
CWE-693,Java/Kotlin,java/socket-auth-race-condition,Race condition in socket authentication
CWE-693,Java/Kotlin,java/insecure-basic-auth,Insecure basic authentication
CWE-693,Java/Kotlin,java/insecure-ldap-auth,Insecure LDAP authentication
CWE-693,Java/Kotlin,java/insecure-cookie,Failure to use secure cookies
CWE-693,Java/Kotlin,java/world-writable-file-read,Reading from a world writable file
CWE-693,Java/Kotlin,java/rsa-without-oaep,Use of RSA algorithm without OAEP
CWE-693,Java/Kotlin,java/hardcoded-credential-api-call,Hard-coded credential in API call
CWE-693,Java/Kotlin,java/hardcoded-credential-comparison,Hard-coded credential comparison
CWE-693,Java/Kotlin,java/hardcoded-credential-sensitive-call,Hard-coded credential in sensitive call
CWE-693,Java/Kotlin,java/hardcoded-password-field,Hard-coded password field
CWE-693,Java/Kotlin,java/user-controlled-bypass,User-controlled bypass of sensitive method
CWE-693,Java/Kotlin,java/tainted-permissions-check,User-controlled data used in permissions check
CWE-693,Java/Kotlin,java/maven/non-https-url,Failure to use HTTPS or SFTP URL in Maven artifact upload/download
CWE-693,Java/Kotlin,java/improper-intent-verification,Improper verification of intent by broadcast receiver
CWE-693,Java/Kotlin,java/android/incomplete-provider-permissions,Missing read or write permission in a content provider
CWE-693,Java/Kotlin,java/android/implicitly-exported-component,Implicitly exported Android component
CWE-693,Java/Kotlin,java/android/implicit-pendingintents,Use of implicit PendingIntents
CWE-693,Java/Kotlin,java/android/sensitive-communication,Leaking sensitive information through an implicit Intent
CWE-693,Java/Kotlin,java/android/sensitive-result-receiver,Leaking sensitive information through a ResultReceiver
CWE-693,Java/Kotlin,java/android/intent-redirection,Android Intent redirection
CWE-693,Java/Kotlin,java/log4j-injection,Potential Log4J LDAP JNDI injection (CVE-2021-44228)
CWE-693,Java/Kotlin,java/jxbrowser/disabled-certificate-validation,JxBrowser with disabled certificate validation
CWE-693,Java/Kotlin,java/ignored-hostname-verification,Ignored result of hostname verification
CWE-693,Java/Kotlin,java/insecure-ldaps-endpoint,Insecure LDAPS Endpoint Configuration
CWE-693,Java/Kotlin,java/disabled-certificate-revocation-checking,Disabled certificate revocation checking
CWE-693,Java/Kotlin,java/azure-storage/unsafe-client-side-encryption-in-use,Unsafe usage of v1 version of Azure Storage client-side encryption (CVE-2022-30187).
CWE-693,Java/Kotlin,java/unsafe-tls-version,Unsafe TLS version
CWE-693,Java/Kotlin,java/unvalidated-cors-origin-set,CORS is derived from untrusted input
CWE-693,Java/Kotlin,java/ip-address-spoofing,IP address spoofing
CWE-693,Java/Kotlin,java/jsonp-injection,JSONP Injection
CWE-693,Java/Kotlin,java/credentials-in-properties,Cleartext Credentials in Properties File
CWE-693,Java/Kotlin,java/password-in-configuration,Password in configuration file
CWE-693,Java/Kotlin,java/permissive-dot-regex,URL matched by permissive . in a regular expression
CWE-693,Java/Kotlin,java/hash-without-salt,Use of a hash function without a salt
CWE-693,Java/Kotlin,java/incorrect-url-verification,Incorrect URL verification
CWE-695,Java/Kotlin,java/ejb/file-io,EJB uses file input/output
CWE-695,Java/Kotlin,java/ejb/graphics,EJB uses graphics
CWE-695,Java/Kotlin,java/ejb/synchronization,EJB uses synchronization
CWE-695,Java/Kotlin,java/ejb/threads,EJB uses threads
CWE-697,Java/Kotlin,java/missing-default-in-switch,Missing default case in switch
CWE-697,Java/Kotlin,java/reference-equality-with-object,Reference equality test on java.lang.Object
CWE-697,Java/Kotlin,java/reference-equality-of-boxed-types,Reference equality test of boxed types
CWE-697,Java/Kotlin,java/reference-equality-on-strings,Reference equality test on strings
CWE-697,Java/Kotlin,java/missing-case-in-switch,Missing enum case in switch
CWE-697,Java/Kotlin,java/permissive-dot-regex,URL matched by permissive . in a regular expression
CWE-703,Java/Kotlin,java/inconsistent-call-on-result,Inconsistent operation on return value
CWE-703,Java/Kotlin,java/return-value-ignored,Method result ignored
CWE-703,Java/Kotlin,java/stack-trace-exposure,Information exposure through a stack trace
CWE-703,Java/Kotlin,java/unsafe-cert-trust,Unsafe certificate trust
CWE-703,Java/Kotlin,java/discarded-exception,Discarded exception
CWE-703,Java/Kotlin,java/overly-general-catch,Overly-general catch clause
CWE-703,Java/Kotlin,java/ignored-error-status-of-call,Ignored error status of call
CWE-703,Java/Kotlin,java/uncaught-number-format-exception,Missing catch of NumberFormatException
CWE-703,Java/Kotlin,java/uncaught-servlet-exception,Uncaught Servlet Exception
CWE-703,Java/Kotlin,java/android/nfe-local-android-dos,Local Android DoS Caused By NumberFormatException
CWE-704,Java/Kotlin,java/implicit-cast-in-compound-assignment,Implicit narrowing conversion in compound assignment
CWE-704,Java/Kotlin,java/integer-multiplication-cast-to-long,Result of multiplication cast to wider type
CWE-704,Java/Kotlin,java/impossible-array-cast,Impossible array cast
CWE-704,Java/Kotlin,java/comparison-with-wider-type,Comparison of narrow type with wide type in loop condition
CWE-704,Java/Kotlin,java/tainted-numeric-cast,User-controlled data in numeric cast
CWE-704,Java/Kotlin,java/tainted-numeric-cast-local,Local-user-controlled data in numeric cast
CWE-705,Java/Kotlin,java/ejb/container-interference,EJB interferes with container operation
CWE-705,Java/Kotlin,java/overly-general-catch,Overly-general catch clause
CWE-705,Java/Kotlin,java/uncaught-number-format-exception,Missing catch of NumberFormatException
CWE-705,Java/Kotlin,java/jvm-exit,Forcible JVM termination
CWE-705,Java/Kotlin,java/abnormal-finally-completion,Finally block may not complete normally
CWE-705,Java/Kotlin,java/uncaught-servlet-exception,Uncaught Servlet Exception
CWE-706,Java/Kotlin,java/path-injection,Uncontrolled data used in path expression
CWE-706,Java/Kotlin,java/path-injection-local,Local-user-controlled data in path expression
CWE-706,Java/Kotlin,java/zipslip,"Arbitrary file access during archive extraction (""Zip Slip"")"
CWE-706,Java/Kotlin,java/partial-path-traversal,Partial path traversal vulnerability
CWE-706,Java/Kotlin,java/partial-path-traversal-from-remote,Partial path traversal vulnerability from remote
CWE-706,Java/Kotlin,java/xxe,Resolving XML external entity in user-controlled data
CWE-706,Java/Kotlin,java/xxe-local,Resolving XML external entity in user-controlled data from local source
CWE-706,Java/Kotlin,java/openstream-called-on-tainted-url,openStream called on URLs created from remote source
CWE-707,Java/Kotlin,java/jndi-injection,JNDI lookup with user-controlled name
CWE-707,Java/Kotlin,java/xslt-injection,XSLT transformation with user-controlled stylesheet
CWE-707,Java/Kotlin,java/relative-path-command,Executing a command with a relative path
CWE-707,Java/Kotlin,java/command-line-injection,Uncontrolled command line
CWE-707,Java/Kotlin,java/command-line-injection-local,Local-user-controlled command line
CWE-707,Java/Kotlin,java/concatenated-command-line,Building a command line with string concatenation
CWE-707,Java/Kotlin,java/android/webview-addjavascriptinterface,Access Java object methods through JavaScript exposure
CWE-707,Java/Kotlin,java/android/websettings-javascript-enabled,Android WebView JavaScript settings
CWE-707,Java/Kotlin,java/xss,Cross-site scripting
CWE-707,Java/Kotlin,java/xss-local,Cross-site scripting from local source
CWE-707,Java/Kotlin,java/concatenated-sql-query,Query built by concatenation with a possibly-untrusted string
CWE-707,Java/Kotlin,java/sql-injection,Query built from user-controlled sources
CWE-707,Java/Kotlin,java/sql-injection-local,Query built from local-user-controlled sources
CWE-707,Java/Kotlin,java/ldap-injection,LDAP query built from user-controlled sources
CWE-707,Java/Kotlin,java/android/arbitrary-apk-installation,Android APK installation
CWE-707,Java/Kotlin,java/groovy-injection,Groovy Language injection
CWE-707,Java/Kotlin,java/insecure-bean-validation,Insecure Bean Validation
CWE-707,Java/Kotlin,java/jexl-expression-injection,Expression language injection (JEXL)
CWE-707,Java/Kotlin,java/mvel-expression-injection,Expression language injection (MVEL)
CWE-707,Java/Kotlin,java/spel-expression-injection,Expression language injection (Spring)
CWE-707,Java/Kotlin,java/server-side-template-injection,Server-side template injection
CWE-707,Java/Kotlin,java/netty-http-request-or-response-splitting,Disabled Netty HTTP header validation
CWE-707,Java/Kotlin,java/http-response-splitting,HTTP response splitting
CWE-707,Java/Kotlin,java/http-response-splitting-local,HTTP response splitting from local source
CWE-707,Java/Kotlin,java/log-injection,Log Injection
CWE-707,Java/Kotlin,java/tainted-format-string,Use of externally-controlled format string
CWE-707,Java/Kotlin,java/tainted-format-string-local,Use of externally-controlled format string from local source
CWE-707,Java/Kotlin,java/xml/xpath-injection,XPath injection
CWE-707,Java/Kotlin,java/android/unsafe-android-webview-fetch,Unsafe resource fetching in Android WebView
CWE-707,Java/Kotlin,java/ognl-injection,OGNL Expression Language statement with user-controlled input
CWE-707,Java/Kotlin,java/log4j-injection,Potential Log4J LDAP JNDI injection (CVE-2021-44228)
CWE-707,Java/Kotlin,java/command-line-injection-extra,Command Injection into Runtime.exec() with dangerous command
CWE-707,Java/Kotlin,java/command-line-injection-extra-local,Command Injection into Runtime.exec() with dangerous command
CWE-707,Java/Kotlin,java/command-line-injection-experimental,Uncontrolled command line (experimental sinks)
CWE-707,Java/Kotlin,java/mybatis-annotation-sql-injection,SQL injection in MyBatis annotation
CWE-707,Java/Kotlin,java/mybatis-xml-sql-injection,SQL injection in MyBatis Mapper XML
CWE-707,Java/Kotlin,java/beanshell-injection,BeanShell injection
CWE-707,Java/Kotlin,java/android-insecure-dex-loading,Insecure loading of an Android Dex File
CWE-707,Java/Kotlin,java/jshell-injection,JShell injection
CWE-707,Java/Kotlin,java/javaee-expression-injection,Jakarta Expression Language injection
CWE-707,Java/Kotlin,java/jython-injection,Injection in Jython
CWE-707,Java/Kotlin,java/unsafe-eval,Injection in Java Script Engine
CWE-707,Java/Kotlin,java/spring-view-manipulation-implicit,Spring Implicit View Manipulation
CWE-707,Java/Kotlin,java/spring-view-manipulation,Spring View Manipulation
CWE-707,Java/Kotlin,java/xquery-injection,XQuery query built from user-controlled sources
CWE-710,Java/Kotlin,java/deprecated-call,Deprecated method or constructor invocation
CWE-710,Java/Kotlin,java/dead-class,Dead class
CWE-710,Java/Kotlin,java/dead-enum-constant,Dead enum constant
CWE-710,Java/Kotlin,java/dead-field,Dead field
CWE-710,Java/Kotlin,java/dead-function,Dead method
CWE-710,Java/Kotlin,java/lines-of-dead-code,Lines of dead code in files
CWE-710,Java/Kotlin,java/unused-parameter,Useless parameter
CWE-710,Java/Kotlin,java/ejb/container-interference,EJB interferes with container operation
CWE-710,Java/Kotlin,java/ejb/file-io,EJB uses file input/output
CWE-710,Java/Kotlin,java/ejb/graphics,EJB uses graphics
CWE-710,Java/Kotlin,java/ejb/native-code,EJB uses native code
CWE-710,Java/Kotlin,java/ejb/reflection,EJB uses reflection
CWE-710,Java/Kotlin,java/ejb/security-configuration-access,EJB accesses security configuration
CWE-710,Java/Kotlin,java/ejb/substitution-in-serialization,EJB uses substitution in serialization
CWE-710,Java/Kotlin,java/ejb/socket-or-stream-handler-factory,EJB sets socket factory or URL stream handler factory
CWE-710,Java/Kotlin,java/ejb/server-socket,EJB uses server socket
CWE-710,Java/Kotlin,java/ejb/non-final-static-field,EJB uses non-final static field
CWE-710,Java/Kotlin,java/ejb/synchronization,EJB uses synchronization
CWE-710,Java/Kotlin,java/ejb/this,EJB uses 'this' as argument or result
CWE-710,Java/Kotlin,java/ejb/threads,EJB uses threads
CWE-710,Java/Kotlin,java/useless-null-check,Useless null check
CWE-710,Java/Kotlin,java/useless-type-test,Useless type test
CWE-710,Java/Kotlin,java/useless-upcast,Useless upcast
CWE-710,Java/Kotlin,java/missing-call-to-super-clone,Missing super clone
CWE-710,Java/Kotlin,java/empty-container,Container contents are never initialized
CWE-710,Java/Kotlin,java/unused-container,Container contents are never accessed
CWE-710,Java/Kotlin,java/inconsistent-equals-and-hashcode,Inconsistent equals and hashCode
CWE-710,Java/Kotlin,java/constant-comparison,Useless comparison test
CWE-710,Java/Kotlin,java/unreleased-lock,Unreleased lock
CWE-710,Java/Kotlin,java/missing-super-finalize,Finalizer inconsistency
CWE-710,Java/Kotlin,java/missing-format-argument,Missing format argument
CWE-710,Java/Kotlin,java/unused-format-argument,Unused format argument
CWE-710,Java/Kotlin,java/dereferenced-value-is-always-null,Dereferenced variable is always null
CWE-710,Java/Kotlin,java/dereferenced-expr-may-be-null,Dereferenced expression may be null
CWE-710,Java/Kotlin,java/dereferenced-value-may-be-null,Dereferenced variable may be null
CWE-710,Java/Kotlin,java/empty-synchronized-block,Empty synchronized block
CWE-710,Java/Kotlin,java/unreachable-catch-clause,Unreachable catch clause
CWE-710,Java/Kotlin,java/static-initialization-vector,Using a static initialization vector for encryption
CWE-710,Java/Kotlin,java/potentially-dangerous-function,Use of a potentially dangerous function
CWE-710,Java/Kotlin,java/hardcoded-credential-api-call,Hard-coded credential in API call
